State_x,County_x,Obesity_Rate,FIPS,State_y,County_y,fast_food_density
ID,Latah,29.1,16057,ID,Latah,0.808229268
IL,DuPage,29.4,17043,IL,DuPage,0.958058
GA,Polk,41.7,13233,GA,Polk,0.770308137
IL,Marshall,37.0,17123,IL,Marshall,0.618976057
IN,Daviess,38.3,18027,IN,Daviess,0.447694361
IN,Delaware,39.8,18035,IN,Delaware,0.793273032
IL,Kane,37.3,17089,IL,Kane,0.66665411
IL,Henderson,37.2,17071,IL,Henderson,0.45906657
ID,Fremont,33.7,16043,ID,Fremont,0.756544113
IL,Schuyler,39.3,17169,IL,Schuyler,0.445235968
IL,Johnson,36.5,17087,IL,Johnson,0.566434681
IL,Hamilton,37.8,17065,IL,Hamilton,0.494804561
GA,Lowndes,39.5,13185,GA,Lowndes,0.955457091
IL,Morgan,37.3,17137,IL,Morgan,0.74850297
GA,Ware,39.5,13299,GA,Ware,1.11650753
GA,McDuffie,43.7,13189,GA,McDuffie,1.039599299
IN,Clark,41.2,18019,IN,Clark,0.846846521
GA,Pierce,39.6,13229,GA,Pierce,0.66591537
GA,Macon,48.3,13193,GA,Macon,0.550660789
IN,DeKalb,37.5,18033,IN,DeKalb,0.641172409
GA,Peach,42.7,13225,GA,Peach,0.966010749
ID,Canyon,37.7,16027,ID,Canyon,0.480905116
GA,Turner,43.7,13287,GA,Turner,1.014970779
IL,Sangamon,38.3,17167,IL,Sangamon,0.97481972
IL,Macoupin,38.1,17117,IL,Macoupin,0.403886288
IL,Monroe,32.6,17133,IL,Monroe,0.5757218
IN,Dubois,38.4,18037,IN,Dubois,0.822716355
GA,Spalding,40.2,13255,GA,Spalding,0.801020563
GA,Rabun,36.7,13241,GA,Rabun,0.926301181
GA,Worth,39.1,13321,GA,Worth,0.450630873
IN,Fayette,41.1,18041,IN,Fayette,0.829984248
GA,Union,37.1,13291,GA,Union,0.709835172
GA,Paulding,38.5,13223,GA,Paulding,0.484543622
IL,Clay,38.3,17025,IL,Clay,0.841042876
IL,LaSalle,36.6,17099,IL,LaSalle,0.650732994
IL,Coles,38.5,17029,IL,Coles,0.873310447
ID,Idaho,32.6,16049,ID,Idaho,0.416097015
GA,McIntosh,41.8,13191,GA,McIntosh,0.834086299
ID,Cassia,38.6,16031,ID,Cassia,0.906207502
IL,Brown,40.6,17009,IL,Brown,0.611060202
ID,Lemhi,32.9,16059,ID,Lemhi,0.496647626
ID,Gem,31.4,16045,ID,Gem,0.588140965
GA,Montgomery,42.7,13209,GA,Montgomery,0.332889467
IL,Franklin,39.6,17055,IL,Franklin,0.709406197
GA,Taylor,42.7,13269,GA,Taylor,0.371563047
IL,Piatt,33.8,17147,IL,Piatt,0.550290406
ID,Franklin,33.1,16041,ID,Franklin,0.562785804
IL,McLean,35.4,17113,IL,McLean,0.811650395
IN,Clinton,39.1,18023,IN,Clinton,0.683102548
GA,Monroe,37.7,13207,GA,Monroe,0.570572734
IL,Cook,32.8,17031,IL,Cook,0.899715066
ID,Oneida,32.2,16071,ID,Oneida,1.106194735
IL,St. Clair,38.2,17163,IL,St. Clair,0.759554505
IL,Menard,35.3,17129,IL,Menard,0.41431886
GA,Pulaski,43.5,13235,GA,Pulaski,0.893575191
IL,Stephenson,42.1,17177,IL,Stephenson,0.501927853
ID,Clearwater,32.8,16035,ID,Clearwater,0.452181786
GA,White,35.5,13311,GA,White,0.739692569
IL,Jasper,35.0,17079,IL,Jasper,0.633914411
IL,Jersey,37.8,17083,IL,Jersey,0.647668421
IL,Ford,38.0,17053,IL,Ford,0.617808342
IL,Knox,38.8,17095,IL,Knox,0.835830629
IN,Benton,40.3,18007,IN,Benton,0.343210161
IL,Peoria,35.6,17143,IL,Peoria,0.782428563
IL,Fulton,39.3,17057,IL,Fulton,0.474918365
IN,Decatur,41.6,18031,IN,Decatur,0.752332211
IL,White,38.1,17193,IL,White,0.374139488
GA,Richmond,44.4,13245,GA,Richmond,0.851152301
IA,Howard,37.3,19089,IA,Howard,0.435919791
IN,Vanderburgh,39.3,18163,IN,Vanderburgh,0.942739546
IN,Madison,39.6,18095,IN,Madison,0.562919796
IN,Newton,41.5,18111,IN,Newton,0.431437403
IN,Fulton,41.8,18049,IN,Fulton,0.499550402
KS,Marion,38.7,20115,KS,Marion,0.429110885
IN,St. Joseph,37.8,18141,IN,St. Joseph,0.747742057
IN,Jennings,41.8,18079,IN,Jennings,0.436125755
IA,Clay,40.6,19041,IA,Clay,1.001502275
KS,Atchison,40.5,20005,KS,Atchison,0.37464878
IA,Woodbury,38.5,19193,IA,Woodbury,0.862921536
IN,Warrick,39.8,18173,IN,Warrick,0.426749289
IN,Pike,41.7,18125,IN,Pike,0.242365494
IA,Ida,37.3,19093,IA,Ida,0.585394382
IA,Pocahontas,37.2,19151,IA,Pocahontas,0.454063863
IA,Carroll,42.0,19027,IA,Carroll,0.753238916
IA,Greene,41.5,19073,IA,Greene,0.454803854
IN,Wayne,39.4,18177,IN,Wayne,0.668916643
IN,Porter,37.0,18127,IN,Porter,0.731079638
KS,Ford,38.7,20057,KS,Ford,0.604339182
IA,Cedar,38.3,19031,IA,Cedar,0.378685415
KS,Jackson,43.3,20085,KS,Jackson,0.531470656
IA,Winnebago,39.0,19189,IA,Winnebago,0.291913986
IN,Hamilton,27.9,18057,IN,Hamilton,0.795960963
IN,Morgan,37.8,18109,IN,Morgan,0.523286223
IA,Wright,41.8,19197,IA,Wright,0.644329906
KS,Allen,41.3,20001,KS,Allen,0.403258324
IN,Lawrence,39.8,18093,IN,Lawrence,0.439599097
KS,Harvey,37.3,20079,KS,Harvey,0.699892104
IA,Jasper,39.2,19099,IA,Jasper,0.484548301
IA,Page,43.9,19145,IA,Page,0.331718981
IN,Pulaski,41.4,18131,IN,Pulaski,0.484339684
KS,Franklin,34.2,20059,KS,Franklin,0.583589435
IA,Henry,40.9,19087,IA,Henry,0.456922382
IA,O'Brien,38.8,19141,IA,O'Brien,0.584838092
IA,Ringgold,41.2,19159,IA,Ringgold,1.041449666
IA,Buena Vista,41.0,19021,IA,Buena Vista,0.455189168
IN,Shelby,39.7,18145,IN,Shelby,0.579438865
IA,Pottawattamie,42.6,19155,IA,Pottawattamie,0.760757744
IN,Tipton,36.1,18159,IN,Tipton,0.525382519
IA,Johnson,30.9,19103,IA,Johnson,0.741511643
IN,Jay,42.1,18075,IN,Jay,0.538793087
IN,Parke,38.3,18121,IN,Parke,0.23709324
IA,Appanoose,43.3,19007,IA,Appanoose,0.724054694
IA,Keokuk,40.1,19107,IA,Keokuk,0.396628648
IN,Whitley,34.6,18183,IN,Whitley,0.610855758
IN,Harrison,36.5,18061,IN,Harrison,0.442456126
KS,Ellis,41.4,20051,KS,Ellis,1.220745683
KS,Barber,41.9,20007,KS,Barber,0.688389182
IN,Lake,38.1,18089,IN,Lake,0.93121326
IA,Dickinson,36.9,19059,IA,Dickinson,1.082682729
KS,Cherokee,42.0,20021,KS,Cherokee,0.558914661
KS,Anderson,36.4,20003,KS,Anderson,0.377405971
IA,Cass,44.9,19029,IA,Cass,0.624171019
IA,Hancock,36.2,19081,IA,Hancock,0.571047902
IA,Jefferson,37.4,19101,IA,Jefferson,0.545048237
IN,Union,40.3,18161,IN,Union,0.561876655
IN,Marshall,35.9,18099,IN,Marshall,0.824151993
IA,Polk,38.9,19153,IA,Polk,0.75665462
IN,Noble,36.5,18113,IN,Noble,0.627195179
IA,Boone,38.6,19015,IA,Boone,0.266392648
IN,Grant,43.0,18053,IN,Grant,0.766577244
KS,Leavenworth,40.1,20103,KS,Leavenworth,0.413393974
IN,Sullivan,38.1,18153,IN,Sullivan,0.437360287
IA,Warren,42.1,19181,IA,Warren,0.497464836
IN,Marion,39.3,18097,IN,Marion,0.847665489
IN,Rush,41.5,18139,IN,Rush,0.600636661
IN,Steuben,34.1,18151,IN,Steuben,0.602911174
IN,Knox,38.2,18083,IN,Knox,0.794041932
IA,Harrison,40.1,19085,IA,Harrison,0.717978179
IA,Montgomery,39.8,19137,IA,Montgomery,0.603925526
IN,Randolph,38.9,18135,IN,Randolph,0.413376868
KS,Geary,37.0,20061,KS,Geary,0.682848096
IN,Tippecanoe,35.1,18157,IN,Tippecanoe,0.724064946
IA,Cerro Gordo,38.4,19033,IA,Cerro Gordo,0.950051069
IN,Martin,39.6,18101,IN,Martin,0.694513321
IN,Monroe,37.6,18105,IN,Monroe,0.742145061
IA,Monona,40.9,19133,IA,Monona,0.697836697
IA,Iowa,35.7,19095,IA,Iowa,0.309827745
IA,Mills,40.7,19129,IA,Mills,0.27089259
IA,Plymouth,37.5,19149,IA,Plymouth,0.753400207
KS,Barton,41.3,20009,KS,Barton,0.662561357
IN,Scott,39.5,18143,IN,Scott,0.840760052
IN,Spencer,35.7,18147,IN,Spencer,0.64276886
IA,Buchanan,40.6,19019,IA,Buchanan,0.375816226
IA,Floyd,42.8,19067,IA,Floyd,0.322997421
IA,Benton,41.7,19011,IA,Benton,0.196741953
KS,Finney,43.5,20055,KS,Finney,0.751733184
IA,Humboldt,43.4,19091,IA,Humboldt,0.422252715
IN,LaPorte,39.7,18091,IN,LaPorte,0.647438049
IA,Guthrie,39.8,19077,IA,Guthrie,0.372543544
IA,Emmet,38.5,19063,IA,Emmet,0.549752593
IA,Scott,39.2,19163,IA,Scott,0.860197663
IN,Starke,40.1,18149,IN,Starke,0.390472472
KS,Labette,43.6,20099,KS,Labette,0.510568798
IA,Marshall,40.7,19127,IA,Marshall,0.557032526
KS,Harper,42.3,20077,KS,Harper,0.562218904
IN,LaGrange,42.1,18087,IN,LaGrange,0.224332616
KS,Butler,40.1,20015,KS,Butler,0.73143059
IA,Mitchell,44.9,19131,IA,Mitchell,0.281769514
IA,Fayette,39.7,19065,IA,Fayette,0.519264698
IN,Vermillion,40.8,18165,IN,Vermillion,0.456650794
IA,Union,38.1,19175,IA,Union,0.575799942
KS,Grant,40.8,20067,KS,Grant,0.70651406
IA,Adams,38.6,19003,IA,Adams,0.836120427
IA,Lee,40.9,19111,IA,Lee,0.597371578
IA,Linn,37.3,19113,IA,Linn,0.737314224
IA,Dallas,32.2,19049,IA,Dallas,0.721924841
IN,Jackson,43.2,18071,IN,Jackson,0.88191396
IA,Black Hawk,39.1,19013,IA,Black Hawk,0.764607847
IA,Cherokee,40.2,19035,IA,Cherokee,0.893655062
IN,Greene,40.5,18055,IN,Greene,0.403689086
IA,Jackson,41.8,19097,IA,Jackson,0.416558176
IA,Bremer,39.5,19017,IA,Bremer,0.355576634
IA,Shelby,35.0,19165,IA,Shelby,0.524934411
IN,Vigo,41.0,18167,IN,Vigo,0.834834158
IA,Madison,38.2,19121,IA,Madison,0.242116094
KS,McPherson,35.3,20113,KS,McPherson,0.808492661
IA,Clinton,40.9,19045,IA,Clinton,0.668218672
KS,Crawford,42.6,20037,KS,Crawford,0.645494461
IN,Gibson,40.2,18051,IN,Gibson,0.620842576
IA,Hamilton,35.4,19079,IA,Hamilton,0.203859746
KS,Brown,41.2,20013,KS,Brown,0.421851933
KS,Cowley,41.8,20035,KS,Cowley,0.664202392
IA,Franklin,41.0,19069,IA,Franklin,0.401163369
KS,Marshall,41.5,20117,KS,Marshall,0.621632814
IA,Lucas,41.1,19117,IA,Lucas,0.469593793
IA,Delaware,40.6,19055,IA,Delaware,0.354254007
IN,Henry,44.4,18065,IN,Henry,0.6037516
IN,Orange,41.7,18117,IN,Orange,0.610655963
IN,Miami,42.1,18103,IN,Miami,0.481204718
IA,Chickasaw,37.7,19037,IA,Chickasaw,0.338009119
IA,Washington,40.7,19183,IA,Washington,0.272826493
KS,Linn,38.6,20107,KS,Linn,0.310752034
IA,Story,35.5,19169,IA,Story,0.773639262
IA,Sac,41.1,19161,IA,Sac,0.41653651
IN,Wabash,36.9,18169,IN,Wabash,0.779625773
KS,Cloud,41.5,20029,KS,Cloud,1.041425586
KS,Dickinson,38.7,20041,KS,Dickinson,0.547465265
IN,Montgomery,42.6,18107,IN,Montgomery,0.808028162
KS,Clay,40.1,20027,KS,Clay,0.747663558
IA,Mahaska,42.4,19123,IA,Mahaska,0.536432743
IA,Clarke,42.5,19039,IA,Clarke,0.53458786
IN,Ripley,37.4,18137,IN,Ripley,0.527277827
IA,Palo Alto,41.6,19147,IA,Palo Alto,0.678349376
IA,Kossuth,37.6,19109,IA,Kossuth,0.476839244
IN,Perry,40.6,18123,IN,Perry,0.5742926
KS,Lyon,39.1,20111,KS,Lyon,0.938114703
KS,Kingman,40.7,20095,KS,Kingman,1.003728151
KS,Douglas,37.7,20045,KS,Douglas,0.889578044
IA,Webster,38.7,19187,IA,Webster,0.584404767
IA,Dubuque,41.5,19061,IA,Dubuque,0.748027444
IA,Clayton,40.6,19043,IA,Clayton,0.635067284
IA,Fremont,36.3,19071,IA,Fremont,0.891662955
IA,Allamakee,38.3,19005,IA,Allamakee,0.219909102
IA,Marion,38.3,19125,IA,Marion,0.633140385
KS,Coffey,39.5,20031,KS,Coffey,0.367737204
IA,Des Moines,36.6,19057,IA,Des Moines,0.981709182
IA,Sioux,34.0,19167,IA,Sioux,0.599263787
IN,Washington,41.7,18175,IN,Washington,0.425335824
IN,Kosciusko,39.5,18085,IN,Kosciusko,0.670988023
IA,Winneshiek,36.5,19191,IA,Winneshiek,0.45312658
IA,Muscatine,37.8,19139,IA,Muscatine,0.896353245
IA,Decatur,38.1,19053,IA,Decatur,0.386150092
IN,Huntington,39.0,18069,IN,Huntington,0.796812773
IA,Tama,41.3,19171,IA,Tama,0.357121587
IN,Johnson,42.1,18081,IN,Johnson,0.765844584
IA,Poweshiek,42.3,19157,IA,Poweshiek,0.544040024
IA,Hardin,39.2,19083,IA,Hardin,0.42232278
IN,Owen,39.9,18119,IN,Owen,0.480007678
IN,Hancock,35.8,18059,IN,Hancock,0.502809465
IA,Crawford,44.5,19047,IA,Crawford,0.534632266
IN,Jasper,38.0,18073,IN,Jasper,0.717703342
IN,Howard,41.9,18067,IN,Howard,0.979064941
IN,Wells,40.7,18179,IN,Wells,0.568545222
IA,Adair,41.9,19001,IA,Adair,0.566652477
IN,Putnam,39.4,18133,IN,Putnam,0.50708586
IA,Wapello,42.0,19179,IA,Wapello,0.800342977
IN,White,39.3,18181,IN,White,0.66211462
KS,Gove,40.2,20063,KS,Gove,1.526135087
IA,Jones,39.4,19105,IA,Jones,0.291021973
IN,Jefferson,38.4,18077,IN,Jefferson,0.622858942
KS,Bourbon,42.5,20011,KS,Bourbon,0.90058887
IN,Hendricks,38.9,18063,IN,Hendricks,0.77921629
IA,Monroe,37.5,19135,IA,Monroe,0.386100382
IN,Posey,36.4,18129,IN,Posey,0.395647883
KS,Johnson,31.6,20091,KS,Johnson,0.726260662
LA,Jefferson,39.7,22051,LA,Jefferson,0.895116389
LA,Terrebonne,40.5,22109,LA,Terrebonne,0.810129344
KY,Casey,41.4,21045,KY,Casey,0.248972982
LA,Morehouse,44.7,22067,LA,Morehouse,0.495315135
KS,Russell,37.0,20167,KS,Russell,0.734861851
KY,Marshall,38.5,21157,KY,Marshall,0.673876047
KY,Shelby,36.1,21211,KY,Shelby,0.64501822
KY,McLean,39.8,21149,KY,McLean,0.661157012
LA,St. James,43.9,22093,LA,St. James,0.578954995
LA,Pointe Coupee,42.3,22077,LA,Pointe Coupee,0.464489758
KY,Lyon,38.3,21143,KY,Lyon,0.491823435
KY,Monroe,39.4,21171,KY,Monroe,0.568774283
KY,Spencer,36.9,21215,KY,Spencer,0.45953536
LA,Jackson,40.6,22049,LA,Jackson,0.706305385
KY,Butler,42.8,21031,KY,Butler,0.472329378
LA,St. Mary,44.6,22101,LA,St. Mary,0.724187851
KS,Trego,36.2,20195,KS,Trego,1.087744713
KY,Harrison,40.0,21097,KY,Harrison,0.68710357
KY,Garrard,39.5,21079,KY,Garrard,0.225746378
LA,Madison,47.4,22065,LA,Madison,0.658204019
LA,Livingston,37.2,22063,LA,Livingston,0.570486367
LA,Iberville,45.7,22047,LA,Iberville,0.561272204
KY,Hardin,38.9,21093,KY,Hardin,0.70973599
LA,Washington,43.3,22117,LA,Washington,0.589867413
LA,East Baton Rouge,37.9,22033,LA,East Baton Rouge,1.032454133
LA,Caddo,45.9,22017,LA,Caddo,0.922186792
KY,Taylor,38.2,21217,KY,Taylor,0.894697964
KY,Wayne,42.1,21231,KY,Wayne,0.494829029
KY,Rowan,41.5,21205,KY,Rowan,0.891337812
KY,Carroll,40.4,21041,KY,Carroll,1.118359685
LA,Ouachita,42.1,22073,LA,Ouachita,0.76752013
LA,St. Charles,37.3,22089,LA,St. Charles,0.547304034
KY,Washington,37.4,21229,KY,Washington,0.576273978
KY,Green,42.0,21087,KY,Green,0.545702577
KY,Clark,40.0,21049,KY,Clark,0.767901719
